664,664.0
730,697.0
805,733.0
723,730.5
776,739.6
705,733.8333333333334
486,698.4285714285714
810,712.375
779,719.7777777777778
721,719.9
379,688.9090909090909
721,691.5833333333334
2224,809.4615384615385
733,804.0
458,780.9333333333333
718,777.0
458,758.2352941176471
820,761.6666666666666
402,742.7368421052631
782,744.7
717,743.3809523809524
784,745.2272727272727
713,743.8260869565217
800,746.1666666666666
794,748.08
681,745.5
477,735.5555555555555
718,734.9285714285714
373,722.448275862069
671,720.7333333333333
685,719.5806451612904
718,719.53125
384,709.3636363636364
673,708.2941176470588
446,700.8
714,701.1666666666666
1110,712.2162162162163
678,711.3157894736842
423,703.9230769230769
729,704.55
709,704.6585365853658
812,707.2142857142857
712,707.3255813953489
395,700.2272727272727
801,702.4666666666667
716,702.7608695652174
381,695.9148936170212
778,697.625
386,691.265306122449
766,692.76
