551,551.0
659,605.0
627,612.3333333333334
748,646.25
659,648.8
810,675.6666666666666
745,685.5714285714286
765,695.5
659,691.4444444444445
691,691.4
733,695.1818181818181
733,698.3333333333334
658,695.2307692307693
728,697.5714285714286
659,695.0
661,692.875
623,688.7647058823529
722,690.6111111111111
490,680.0526315789474
460,669.05
842,677.2857142857143
827,684.0909090909091
749,686.9130434782609
748,689.4583333333334
721,690.72
777,694.0384615384615
760,696.4814814814815
706,696.8214285714286
428,687.551724137931
683,687.4
779,690.3548387096774
764,692.65625
411,684.1212121212121
717,685.0882352941177
716,685.9714285714285
488,680.4722222222222
765,682.7567567567568
398,675.2631578947369
765,677.5641025641025
703,678.2
780,680.6829268292682
413,674.3095238095239
731,675.6279069767442
777,677.9318181818181
731,679.1111111111111
460,674.3478260869565
778,676.5531914893617
812,679.375
796,681.7551020408164
687,681.86
