1223,1223.0
320,771.5
289,610.6666666666666
319,537.75
627,555.6
332,518.3333333333334
336,492.2857142857143
338,473.0
363,460.77777777777777
286,443.3
581,455.8181818181818
321,444.5833333333333
271,431.2307692307692
584,442.14285714285717
333,434.8666666666667
321,427.75
290,419.6470588235294
301,413.05555555555554
595,422.63157894736844
290,416.0
289,409.95238095238096
318,405.77272727272725
291,400.7826086956522
290,396.1666666666667
271,391.16
271,386.53846153846155
579,393.6666666666667
351,392.14285714285717
321,389.6896551724138
318,387.3
335,385.61290322580646
288,382.5625
320,380.6666666666667
582,386.5882352941176
301,384.14285714285717
263,380.77777777777777
331,379.43243243243245
580,384.7105263157895
303,382.61538461538464
643,389.125
291,386.7317073170732
349,385.8333333333333
319,384.27906976744185
582,388.77272727272725
320,387.24444444444447
427,388.10869565217394
378,387.8936170212766
441,389.0
